connection_id,client_id,client_name,property_address,connection_type,install_date,meter_serial,status,technician_id,technician_name
CN1685,C478,André Simões-Fonseca,"Av de Santos, 76, 3152-552 Fiães",Three-phase,4/21/2022,MTR1685,Active,T095,Nuno Melo-Garcia
CN1686,C567,Bryan Neto,"Praça Castro, 6, 7545-847 Póvoa de Varzim",Single-phase,4/5/2022,MTR1686,Active,T116,Lúcia do Pinto
CN1687,C186,Violeta-Helena Rocha,"R. de Brito, S/N, 0486-186 Alverca do Ribatejo",Three-phase,8/10/2023,MTR1687,Active,T029,Ema Vaz
CN1688,C327,Igor Machado,"Rua de Brito, 7, 2169-069 Vila Nova de Gaia",Single-phase,2/19/2019,MTR1688,Disconnected,T024,Marco Araújo
CN1689,C319,Fábio Azevedo,"Praça Irmã Lúcia, 412, 3888-048 Castelo Branco",Single-phase,4/6/2019,MTR1689,Suspended,T083,Noa Simões
CN1690,C580,Fábio Anjos,"Avenida Núria Costa, S/N, 9625-885 Santa Maria da Feira",Three-phase,5/15/2021,MTR1690,Active,T009,Matilde-Ema Carvalho
CN1691,C435,Wilson Ribeiro,"Rua de Almeida, 9, 9760-396 Abrantes",Three-phase,5/13/2025,MTR1691,Suspended,T093,Renata Cruz
CN1692,C293,Marcos Monteiro-Leal,"Travessa Melo, 41, 1135-053 Santo Tirso",Single-phase,6/25/2025,MTR1692,Active,T017,Noa Mendes
CN1693,C116,Sofia Moura,"R. de Mendes, 57, 1730-662 Cartaxo",Single-phase,4/7/2020,MTR1693,Active,T080,Gil Machado
CN1694,C407,Sara Carvalho-Soares,"R. de Chaves de Oliveira, S/N, 7818-710 Valongo",Three-phase,11/3/2023,MTR1694,Suspended,T063,Martim Jesus-Mendes
CN1695,C016,Laura do Melo,"Rua João Loureiro, 93, 3910-657 Paços de Ferreira",Three-phase,11/9/2019,MTR1695,Disconnected,T085,Nádia Magalhães
CN1696,C391,Kelly Lourenço-Macedo,"Praça do Carregal, 61, 9220-949 Tarouca",Three-phase,11/10/2019,MTR1696,Suspended,T020,Denis Pires
CN1697,C111,Erica Barbosa,"R. de Valente, 52, 0020-860 Oliveira de Azeméis",Single-phase,1/29/2020,MTR1697,Suspended,T022,Tiago da Maia
CN1698,C582,Kevin Marques-Martins,"Avenida de José Serra, 52, 0704-726 Alcácer do Sal",Single-phase,3/30/2020,MTR1698,Disconnected,T101,Andreia Cruz
CN1699,C125,Carlos Castro,"Travessa da Senhora da Lapa, 615, 1667-467 Freamunde",Three-phase,11/18/2019,MTR1699,Suspended,T083,Noa Simões
CN1700,C296,Soraia Vieira,"Alameda Nair Castro, 96, 1273-421 Faro",Single-phase,8/12/2024,MTR1700,Disconnected,T047,Adriana Coelho-Correia
CN1701,C348,Madalena Matias,"Alameda Castro, 166, 2358-418 Fundão",Three-phase,7/21/2021,MTR1701,Suspended,T043,Alexandre Vicente
CN1702,C564,Íris do Simões,"R. Figueiredo, 7, 2497-537 Almeirim",Three-phase,1/22/2019,MTR1702,Suspended,T046,Juliana Lima
CN1703,C342,Xavier Guerreiro,"Rua de Neves, 2, 9196-655 Guarda",Single-phase,6/20/2022,MTR1703,Disconnected,T014,Tiago Baptista
CN1704,C480,Beatriz Marques,"R. de Santo Eugénio, 7, 3087-647 Anadia",Three-phase,1/14/2024,MTR1704,Active,T011,Guilherme Antunes
CN1705,C585,Kévim Antunes,"Av Futebol Clube do Porto, 21, 3495-611 Ourém",Three-phase,6/24/2022,MTR1705,Disconnected,T026,Marco Ferreira
CN1706,C399,Kelly Carvalho,"Praça Pereira, 56, 5456-572 Faro",Single-phase,2/26/2023,MTR1706,Active,T010,Bárbara Andrade
CN1707,C190,Lourenço Castro,"Travessa das Necessidades, 89, 3549-465 Ílhavo",Single-phase,1/9/2023,MTR1707,Disconnected,T065,Mafalda Baptista
CN1708,C459,Joel Araújo,"R. Adolfo Ayala, 93, 8075-203 Matosinhos",Single-phase,12/20/2024,MTR1708,Active,T052,Nair-Sofia Costa
CN1709,C342,Xavier Guerreiro,"Rua de Neves, 2, 9196-655 Guarda",Three-phase,12/27/2021,MTR1709,Disconnected,T034,Fabiana Tavares
CN1710,C326,Nair Jesus,"Travessa Diogo Paiva, 80, 0514-054 Torres Novas",Three-phase,7/31/2019,MTR1710,Suspended,T020,Denis Pires
CN1711,C087,Ismael Pacheco,"Av Sá, 66, 9170-851 Lourosa",Three-phase,7/5/2025,MTR1711,Active,T115,Renata Henriques
CN1712,C229,Martim Rocha,"Praça do Tijolo, 115, 2917-926 Beja",Single-phase,3/21/2019,MTR1712,Suspended,T065,Mafalda Baptista
CN1713,C373,Soraia do Nascimento,"Largo de Cardoso, 99, 0610-656 Lourosa",Single-phase,3/25/2024,MTR1713,Disconnected,T065,Mafalda Baptista
CN1714,C289,Vera Loureiro,"Av da Quinta do Guarda-Mor, S/N, 8164-098 Albufeira",Single-phase,11/18/2018,MTR1714,Disconnected,T109,Joel Antunes
CN1715,C216,Helena Melo,"R. Pereira, S/N, 3504-960 Santana",Single-phase,5/5/2021,MTR1715,Active,T058,Henrique Santos-Amorim
CN1716,C497,Luca Cardoso-Gaspar,"Praça de Martins, 4, 3911-142 Silves",Single-phase,12/12/2023,MTR1716,Disconnected,T073,César Costa
CN1717,C495,Joel Campos,"Alameda Tavares, 8, 9025-912 Mealhada",Three-phase,5/31/2020,MTR1717,Active,T062,Simão Faria
CN1718,C066,Emma do Esteves,"Rua de Assunção, 637, 1007-773 Bragança",Three-phase,3/20/2020,MTR1718,Active,T098,Alexandre de Gomes
CN1719,C321,Naiara Coelho,"Praça António Dias Lourenço, 19, 2884-987 Ovar",Three-phase,6/9/2019,MTR1719,Active,T034,Fabiana Tavares
CN1720,C158,Helena Leite-Morais,"Travessa Vítor Ribeiro, 64, 9999-001 Vendas Novas",Single-phase,11/8/2023,MTR1720,Disconnected,T086,Bruno do Coelho
CN1721,C155,Ivo Soares,"R. Alice Sousa, 516, 7005-371 Amadora",Three-phase,6/5/2022,MTR1721,Suspended,T047,Adriana Coelho-Correia
CN1722,C098,Sérgio Almeida,"Avenida Gonçalo Miranda, 44, 7953-111 Lourosa",Single-phase,6/3/2021,MTR1722,Active,T113,Marcos Gaspar
CN1723,C409,Flor Melo,"R. de Faria, 3, 0493-795 Costa da Caparica",Single-phase,9/19/2021,MTR1723,Disconnected,T042,Daniel Machado-Coelho
CN1724,C077,Petra Antunes-Neves,"Praça Silva, 10, 0084-840 Fátima",Three-phase,2/15/2021,MTR1724,Disconnected,T082,Joaquim Guerreiro
CN1725,C341,Rafael Macedo,"Travessa Pinto, 732, 4322-394 Coimbra",Single-phase,7/18/2025,MTR1725,Suspended,T075,Luciana Sá
CN1726,C084,Joana Batista,"Av Igor Ramos, 40, 8042-479 Angra do Heroísmo",Three-phase,3/10/2023,MTR1726,Disconnected,T049,Ana do Anjos
CN1727,C084,Joana Batista,"Av Igor Ramos, 40, 8042-479 Angra do Heroísmo",Single-phase,11/2/2020,MTR1727,Disconnected,T115,Renata Henriques
CN1728,C040,Isabela Simões,"Alameda de Borges, 43, 9748-768 Praia da Vitória",Single-phase,11/13/2019,MTR1728,Disconnected,T049,Ana do Anjos
CN1729,C125,Carlos Castro,"Avenida de Pinho, 66, 2853-533 Montijo",Three-phase,11/13/2019,MTR1729,Suspended,T046,Juliana Lima
CN1730,C208,Mara Moreira,"Avenida Naiara Rodrigues, 56, 9512-798 Ermesinde",Single-phase,11/25/2023,MTR1730,Disconnected,T062,Simão Faria
CN1731,C266,Diogo Jesus,"Alameda Henriques, 30, 9985-193 Esmoriz",Single-phase,10/19/2023,MTR1731,Active,T057,Larissa Machado
CN1732,C388,Denis Gaspar,"Rua Kelly Fonseca, S/N, 0944-772 Almada",Three-phase,11/13/2018,MTR1732,Active,T066,Joel do Pinho
CN1733,C020,Noa Andrade,"Rua de Machado, 7, 0805-983 Esmoriz",Single-phase,6/2/2019,MTR1733,Suspended,T024,Marco Araújo
CN1734,C326,Nair Jesus,"Avenida Branco, 323, 4252-611 Vila Nova de Famalicão",Single-phase,11/7/2019,MTR1734,Disconnected,T092,Sara-Jéssica Domingues
CN1735,C061,Lúcia Pinto,"Av Mia Torres, S/N, 8431-132 Póvoa de Santa Iria",Three-phase,12/19/2024,MTR1735,Disconnected,T054,Soraia Pinto
CN1736,C240,Tiago Miranda,"Rua Garcia, 3, 9939-089 Sacavém",Three-phase,9/19/2020,MTR1736,Suspended,T062,Simão Faria
CN1737,C046,Pilar-Diana Henriques,"Rua de Amorim, 29, 4103-897 Faro",Single-phase,8/17/2020,MTR1737,Disconnected,T076,Lorena Andrade-Nascimento
CN1738,C237,Tomás de Correia,"Praça Nelson Costa, 86, 2772-871 Póvoa de Varzim",Single-phase,1/12/2024,MTR1738,Active,T053,Camila Tavares
CN1739,C242,Ângela Vieira,"Largo Isaac Barbosa, 718, 4246-488 Setúbal",Single-phase,11/25/2023,MTR1739,Active,T017,Noa Mendes
CN1740,C016,Laura do Melo,"Avenida Elisa Baptista de Sousa Pedroso, 72, 0977-779 Sines",Single-phase,5/15/2024,MTR1740,Disconnected,T066,Joel do Pinho
CN1741,C070,Bárbara Sousa,"Av de Pinheiro, 3, 5333-202 Portalegre",Single-phase,10/5/2020,MTR1741,Suspended,T008,Mauro Faria
CN1742,C461,Mário Correia-Moreira,"Avenida de Cardoso, 23, 0059-129 Penafiel",Three-phase,9/16/2023,MTR1742,Disconnected,T067,Henrique Guerreiro
CN1743,C184,Diego Freitas,"Av Nelson Mandela, 122, 1386-047 Seia",Single-phase,5/30/2024,MTR1743,Disconnected,T082,Joaquim Guerreiro
CN1744,C309,Lisandro Moreira,"Av de Fernandes, 4, 9325-282 Serpa",Three-phase,10/15/2020,MTR1744,Active,T085,Nádia Magalhães
CN1745,C348,Madalena Matias,"Alameda Português, 203, 1009-431 Mirandela",Three-phase,1/15/2019,MTR1745,Suspended,T058,Henrique Santos-Amorim
CN1746,C370,Joaquim Fonseca-Silva,"Avenida Xavier Leite, 24, 7277-685 Santa Comba Dão",Three-phase,2/21/2025,MTR1746,Disconnected,T029,Ema Vaz
CN1747,C431,Alexandra Pereira,"Largo de Coelho, 85, 1584-156 Vila Nova de Famalicão",Single-phase,4/21/2025,MTR1747,Disconnected,T102,Salvador Barros
CN1748,C436,Sara Matias,"Praça Fernandes, 47, 4178-996 Amora",Three-phase,3/21/2022,MTR1748,Active,T066,Joel do Pinho
CN1749,C215,Benedita Henriques,"Rua Filipa Gomes, 169, 7233-104 Valpaços",Three-phase,5/18/2020,MTR1749,Suspended,T088,Daniela Esteves
CN1750,C227,Martim Pinho-Lourenço,"Praça António Dias Lourenço, 435, 7355-896 Tavira",Single-phase,9/7/2023,MTR1750,Active,T076,Lorena Andrade-Nascimento
CN1751,C570,Dinis da Gaspar,"R. Henrique Costa, 971, 9212-684 Sacavém",Single-phase,6/3/2024,MTR1751,Active,T050,Samuel Barbosa
CN1752,C541,Emma Esteves,"Praça Mário Jesus, 26, 4042-886 Porto",Three-phase,3/14/2020,MTR1752,Active,T026,Marco Ferreira
CN1753,C142,António Santos,"Praça de Azevedo, 36, 0148-333 Mealhada",Single-phase,9/20/2024,MTR1753,Suspended,T013,Jéssica-Letícia Assunção
CN1754,C468,Isaac Ribeiro,"Largo Dinis Neves, 57, 7634-250 Maia",Single-phase,1/30/2022,MTR1754,Disconnected,T077,Bianca Lima
CN1755,C320,Larissa de Abreu,"Praça dos Pinheiros, 22, 3402-422 Miranda do Douro",Single-phase,8/29/2024,MTR1755,Active,T097,Marco Andrade
CN1756,C053,Igor Gonçalves,"Praça do José da Mestra, 35, 7584-161 Gafanha da Nazaré",Single-phase,12/18/2022,MTR1756,Disconnected,T085,Nádia Magalhães
CN1757,C329,Duarte Teixeira,"Praça Mário Magalhães, 51, 7761-868 Abrantes",Single-phase,8/18/2022,MTR1757,Disconnected,T106,Filipe Costa
CN1758,C409,Flor Melo,"R. de Faria, 3, 0493-795 Costa da Caparica",Three-phase,8/24/2023,MTR1758,Suspended,T056,Filipa Araújo-Reis
CN1759,C223,Sofia Garcia,"R. de Vaz, 47, 2377-487 Agualva-Cacém",Three-phase,12/12/2020,MTR1759,Active,T006,Rafaela da Nogueira
CN1760,C196,Luciana Gomes,"Travessa de Jesus, S/N, 3245-352 Covilhã",Three-phase,2/12/2024,MTR1760,Suspended,T062,Simão Faria
CN1761,C380,Tatiana do Cunha,"Avenida Tristão da Silva, 89, 4797-341 Ovar",Single-phase,7/2/2019,MTR1761,Suspended,T103,Filipa-Jéssica Pinheiro
CN1762,C546,Carolina Machado,"Rua de Neto, 9, 4056-129 Pinhel",Three-phase,8/17/2019,MTR1762,Active,T033,Pedro Sousa
CN1763,C392,Jorge Loureiro,"Av de Pires, 50, 6044-090 Serpa",Three-phase,5/2/2025,MTR1763,Disconnected,T011,Guilherme Antunes
CN1764,C540,Mário Branco,"Largo do Roleto, 9, 9571-646 Covilhã",Three-phase,11/8/2019,MTR1764,Suspended,T070,Camila Pereira
CN1765,C087,Ismael Pacheco,"Rua Cruz, 21, 5537-147 Queluz",Single-phase,6/22/2019,MTR1765,Disconnected,T001,Letícia Machado
CN1766,C577,Filipa Antunes,"Rua das Âncoras, 79, 8667-989 Serpa",Single-phase,4/7/2022,MTR1766,Suspended,T016,Micael Esteves
CN1767,C080,Simão Valente,"Alameda Tavares, 47, 6242-662 Porto",Three-phase,5/27/2025,MTR1767,Suspended,T027,Mia Cunha-Maia
CN1768,C040,Isabela Simões,"Av dos Jacarandás, 68, 7599-408 Gandra",Single-phase,11/17/2024,MTR1768,Suspended,T014,Tiago Baptista
CN1769,C509,Luca Branco,"Travessa Pedro Correia, 643, 9787-296 São João da Madeira",Three-phase,2/16/2025,MTR1769,Suspended,T075,Luciana Sá
CN1770,C410,Nicole Fernandes,"Rua Ariana Mota, 48, 3693-238 Amadora",Three-phase,6/10/2022,MTR1770,Disconnected,T069,Eva Fonseca
CN1771,C334,Madalena Borges,"Praça Raquel Magalhães, 39, 4447-725 Vendas Novas",Three-phase,5/3/2022,MTR1771,Disconnected,T079,Valentim Lima
CN1772,C101,William Silva,"Largo Magalhães, 68, 3538-148 São Mamede de Infesta",Single-phase,5/24/2023,MTR1772,Suspended,T097,Marco Andrade
CN1773,C096,Frederico Mota,"Rua de Amorim, 1, 4077-811 Rio Tinto",Three-phase,7/17/2025,MTR1773,Active,T101,Andreia Cruz
CN1774,C263,Violeta Machado,"Avenida Bruna Carneiro, S/N, 4292-204 Rio Tinto",Three-phase,6/13/2024,MTR1774,Suspended,T072,Igor Miranda
CN1775,C420,Isabela Rodrigues,"Rua Lorena Moura, 24, 3257-970 Tarouca",Three-phase,10/15/2022,MTR1775,Disconnected,T074,Ivo de Valente
CN1776,C417,Alexandra-Miriam Matias,"Rua Andrade, 20, 8564-717 Vila Nova de Foz Côa",Single-phase,11/16/2019,MTR1776,Disconnected,T095,Nuno Melo-Garcia
CN1777,C065,Matilde Valente,"Avenida de Domingues, S/N, 4169-105 Anadia",Single-phase,12/30/2020,MTR1777,Suspended,T096,Larissa de Pires
CN1778,C027,Dinis Jesus,"Avenida William Coelho, 418, 3919-296 Câmara de Lobos",Single-phase,8/20/2025,MTR1778,Active,T090,Lia-Mélanie Melo
CN1779,C012,Duarte Vicente,"Avenida da Póvoa, 78, 9805-682 Cantanhede",Three-phase,3/24/2021,MTR1779,Suspended,T066,Joel do Pinho
CN1780,C270,Afonso do Domingues,"Alameda de Neto, 51, 9908-035 Funchal",Single-phase,1/23/2022,MTR1780,Active,T071,Lourenço Nogueira
CN1781,C119,Salvador Mota,"R. Paulo Barbosa, 52, 5135-346 Praia da Vitória",Single-phase,3/24/2024,MTR1781,Active,T082,Joaquim Guerreiro
CN1782,C423,Alice Paiva,"Rua Cardoso, S/N, 7834-710 Gafanha da Nazaré",Three-phase,2/8/2024,MTR1782,Disconnected,T019,Marcos Gaspar
CN1783,C502,Alícia Melo,"Avenida Vieira, 72, 7650-167 São Mamede de Infesta",Single-phase,11/13/2021,MTR1783,Suspended,T012,Eduardo Guerreiro
CN1784,C576,Francisco Mendes,"R. de Gaspar, 84, 8904-760 Vendas Novas",Single-phase,5/4/2020,MTR1784,Disconnected,T048,Bianca-Leonor Barros
CN1785,C040,Isabela Simões,"Largo Gonçalves, 51, 7447-353 Estremoz",Three-phase,2/23/2021,MTR1785,Suspended,T093,Renata Cruz
CN1786,C429,Emma Baptista,"Avenida Vicente, 28, 6829-670 Mirandela",Three-phase,5/8/2022,MTR1786,Disconnected,T084,David Alves
CN1787,C357,Marcos Reis,"Travessa Yara Azevedo, 4, 1390-143 Sines",Single-phase,12/25/2021,MTR1787,Disconnected,T008,Mauro Faria
CN1788,C140,Bruna Castro-Rodrigues,"Rua de Montevideu, 28, 9389-990 Valpaços",Single-phase,10/18/2020,MTR1788,Active,T057,Larissa Machado
CN1789,C345,Simão Anjos,"Av José António Marques, 79, 0667-005 Rio Maior",Three-phase,6/6/2025,MTR1789,Active,T085,Nádia Magalhães
CN1790,C152,Nádia Guerreiro,"Travessa Mota, 77, 8455-939 Paços de Ferreira",Single-phase,4/1/2021,MTR1790,Disconnected,T101,Andreia Cruz
CN1791,C108,Carlota Carneiro,"Travessa Anita Baptista, 36, 1336-109 Montijo",Single-phase,9/18/2019,MTR1791,Suspended,T087,Erica Rocha
CN1792,C289,Vera Loureiro,"Av da Quinta do Guarda-Mor, S/N, 8164-098 Albufeira",Single-phase,4/24/2020,MTR1792,Active,T084,David Alves
CN1793,C290,Rita Campos,"Avenida Neto, S/N, 1985-458 Viseu",Three-phase,9/27/2023,MTR1793,Suspended,T036,Daniel Miranda
CN1794,C068,Raquel Barbosa,"Largo de Sá, 1, 7426-841 Porto Santo",Three-phase,5/3/2022,MTR1794,Disconnected,T051,David do Cardoso
CN1795,C257,Melissa Melo,"Rua do Picoto, 95, 7412-094 Vila Real",Single-phase,6/22/2025,MTR1795,Disconnected,T067,Henrique Guerreiro
CN1796,C324,Fábio Assunção,"Av de Cima, 4, 3694-126 Bragança",Single-phase,10/30/2019,MTR1796,Disconnected,T009,Matilde-Ema Carvalho
CN1797,C116,Sofia Moura,"R. de Mendes, 57, 1730-662 Cartaxo",Three-phase,1/24/2024,MTR1797,Suspended,T093,Renata Cruz
CN1798,C452,Wilson Cruz,"Largo Cardoso, S/N, 1329-887 Freamunde",Single-phase,10/6/2025,MTR1798,Disconnected,T036,Daniel Miranda
CN1799,C249,Rafael Moreira,"Alameda Nunes, S/N, 9196-127 Rebordosa",Three-phase,8/3/2024,MTR1799,Disconnected,T059,Daniel Carvalho
CN1800,C209,Bruno do Almeida,"Avenida Noa Vaz, 28, 7972-699 Vizela",Single-phase,11/13/2019,MTR1800,Suspended,T034,Fabiana Tavares
CN1801,C414,Kyara da Reis,"Alameda da Universidade, 415, 3324-913 Tondela",Single-phase,12/30/2020,MTR1801,Disconnected,T014,Tiago Baptista
CN1802,C282,Santiago Fonseca,"Av de Sobre-o-Douro, 412, 0368-715 Vendas Novas",Single-phase,1/21/2024,MTR1802,Disconnected,T044,Alexandre de Batista
CN1803,C179,Rafaela-Carolina Carneiro,"Travessa de Sá, 72, 7569-991 Vila Nova de Gaia",Three-phase,9/20/2019,MTR1803,Disconnected,T113,Marcos Gaspar
CN1804,C517,Marta Valente-Leal,"Avenida de São Pedro, S/N, 8600-500 Matosinhos",Three-phase,1/27/2021,MTR1804,Active,T049,Ana do Anjos
CN1805,C441,Mauro Pinheiro,"Largo Nádia Fernandes, 39, 8785-193 Vila Nova de Gaia",Three-phase,2/9/2021,MTR1805,Disconnected,T044,Alexandre de Batista
CN1806,C052,Ana Rocha,"Avenida Laura Matias, 1, 9951-670 Peniche",Single-phase,4/18/2019,MTR1806,Suspended,T115,Renata Henriques
CN1807,C236,Daniela Machado,"Av das Necessidades, 25, 9139-521 Barcelos",Single-phase,1/30/2022,MTR1807,Suspended,T034,Fabiana Tavares
CN1808,C360,Noah Teixeira,"Alameda Paiva, 13, 9523-578 Paredes",Single-phase,7/4/2022,MTR1808,Disconnected,T101,Andreia Cruz
CN1809,C419,Eduardo Machado,"Largo de Monteiro, 3, 5794-074 Leiria",Three-phase,9/20/2022,MTR1809,Suspended,T030,Marta-Emma Torres
CN1810,C405,Edgar Vieira,"Rua da Foz, 34, 8096-244 Rio Tinto",Single-phase,2/16/2020,MTR1810,Disconnected,T067,Henrique Guerreiro
CN1811,C091,Benjamim Paiva,"R. do Aleixo, 4, 6890-581 Vila Franca de Xira",Single-phase,12/31/2018,MTR1811,Suspended,T034,Fabiana Tavares
CN1812,C589,Bruna Macedo,"Rua do Bicalho, S/N, 2467-287 Santa Cruz",Three-phase,2/22/2019,MTR1812,Active,T052,Nair-Sofia Costa
CN1813,C153,Edgar Oliveira-Figueiredo,"Praça de Maia, 563, 4182-991 Rio Tinto",Single-phase,7/26/2020,MTR1813,Suspended,T120,Raquel Coelho
CN1814,C467,Núria Gonçalves,"Praça Loureiro, 43, 3574-859 Gouveia",Single-phase,3/5/2021,MTR1814,Disconnected,T046,Juliana Lima
CN1815,C090,Vera-Vitória Mota,"Praça da Ranha, 79, 8309-723 Entroncamento",Single-phase,6/7/2020,MTR1815,Suspended,T024,Marco Araújo
CN1816,C133,Rui do Teixeira,"R. Rocha, 73, 4852-207 Agualva-Cacém",Single-phase,12/22/2023,MTR1816,Disconnected,T026,Marco Ferreira
CN1817,C202,Lorena do Nogueira,"Avenida Juliana Santos, 7, 0986-027 Tomar",Three-phase,2/17/2020,MTR1817,Active,T112,Edgar Barbosa
CN1818,C439,Gaspar Teixeira,"Alameda de Branco, 1, 9744-088 Santana",Single-phase,7/22/2025,MTR1818,Disconnected,T026,Marco Ferreira
CN1819,C508,Martim Pires,"R. Ivo Pacheco, 5, 8475-283 Olhão",Single-phase,12/7/2019,MTR1819,Active,T020,Denis Pires
CN1820,C308,Bárbara Leal,"Av das Gaivotas ao Parque das Nações, S/N, 9158-912 Vila Franca de Xira",Three-phase,9/23/2025,MTR1820,Disconnected,T087,Erica Rocha
CN1821,C405,Edgar Vieira,"Rua da Foz, 34, 8096-244 Rio Tinto",Single-phase,11/29/2021,MTR1821,Suspended,T098,Alexandre de Gomes
CN1822,C493,Mário Lima-Faria,"Rua de Pinho, 7, 9370-632 Amadora",Three-phase,2/17/2022,MTR1822,Suspended,T080,Gil Machado
CN1823,C169,Jéssica-Beatriz Antunes,"Largo do Carvão, 61, 4196-789 Loures",Three-phase,6/24/2021,MTR1823,Suspended,T112,Edgar Barbosa
CN1824,C506,Marcos da Machado,"Largo Mia Pinto, S/N, 7396-342 Ribeira Grande",Three-phase,6/22/2021,MTR1824,Suspended,T098,Alexandre de Gomes
CN1825,C576,Francisco Mendes,"R. de Gaspar, 84, 8904-760 Vendas Novas",Single-phase,2/18/2019,MTR1825,Active,T097,Marco Andrade
CN1826,C330,Diego Barros,"Alameda de Pereira, 15, 5056-693 Pinhel",Three-phase,9/21/2019,MTR1826,Suspended,T103,Filipa-Jéssica Pinheiro
CN1827,C513,Vitória Pinto,"Avenida Afonso de Albuquerque, 137, 2424-462 Horta",Three-phase,8/23/2022,MTR1827,Suspended,T005,Salomé Araújo
CN1828,C309,Lisandro Moreira,"Alameda Diego Baptista, 39, 0555-465 Fundão",Single-phase,4/15/2022,MTR1828,Suspended,T088,Daniela Esteves
CN1829,C425,André Nogueira,"Largo Artur Brito, 71, 7360-776 Horta",Three-phase,1/25/2021,MTR1829,Suspended,T090,Lia-Mélanie Melo
CN1830,C066,Emma do Esteves,"Travessa Lorena Domingues, S/N, 4179-965 Sabugal",Single-phase,9/11/2023,MTR1830,Disconnected,T002,Manuel Lima
CN1831,C046,Pilar-Diana Henriques,"Rua de Amorim, 29, 4103-897 Faro",Single-phase,4/29/2022,MTR1831,Suspended,T049,Ana do Anjos
CN1832,C040,Isabela Simões,"Av dos Jacarandás, 68, 7599-408 Gandra",Three-phase,5/18/2019,MTR1832,Active,T079,Valentim Lima
CN1833,C289,Vera Loureiro,"Alameda Samuel Lopes, 71, 5923-831 Oliveira do Hospital",Single-phase,6/24/2023,MTR1833,Suspended,T034,Fabiana Tavares
CN1834,C279,Soraia do Mendes,"R. Pinto, 78, 6030-409 Miranda do Douro",Three-phase,3/19/2019,MTR1834,Suspended,T079,Valentim Lima
CN1835,C186,Violeta-Helena Rocha,"R. de Brito, S/N, 0486-186 Alverca do Ribatejo",Three-phase,2/17/2022,MTR1835,Active,T064,Júlia Vaz
CN1836,C178,Sara-Mariana Brito,"Avenida Batista, 275, 8926-860 Peniche",Three-phase,4/10/2020,MTR1836,Suspended,T090,Lia-Mélanie Melo
CN1837,C527,Ivan Faria,"R. dos Estorninhos, 95, 5854-551 Elvas",Three-phase,8/11/2023,MTR1837,Suspended,T052,Nair-Sofia Costa
CN1838,C461,Mário Correia-Moreira,"Avenida de Cardoso, 23, 0059-129 Penafiel",Single-phase,7/27/2024,MTR1838,Disconnected,T074,Ivo de Valente
CN1839,C462,Renato Borges,"Largo das Carquejeiras, 83, 7927-490 Gandra",Single-phase,11/3/2023,MTR1839,Disconnected,T030,Marta-Emma Torres
CN1840,C331,Bárbara Freitas,"Praça Ducla Soares, S/N, 0644-212 Mirandela",Single-phase,7/20/2021,MTR1840,Disconnected,T103,Filipa-Jéssica Pinheiro
CN1841,C031,Amélia Reis-Araújo,"Travessa Lima, 36, 8692-221 Lourosa",Three-phase,5/4/2021,MTR1841,Active,T110,Gaspar Anjos
CN1842,C358,Edgar Campos,"Alameda do Adro, S/N, 6620-471 Albufeira",Single-phase,2/24/2020,MTR1842,Suspended,T103,Filipa-Jéssica Pinheiro
CN1843,C212,Enzo Neto,"Avenida Micael Matias, S/N, 2758-045 Gafanha da Nazaré",Single-phase,6/3/2021,MTR1843,Suspended,T002,Manuel Lima
CN1844,C235,William Anjos,"Avenida Núria Coelho, 136, 8639-945 Coimbra",Three-phase,1/27/2024,MTR1844,Suspended,T018,Henrique Azevedo
CN1845,C501,Gustavo Loureiro,"Rua Lucas Castro, 71, 1854-839 Queluz",Single-phase,10/11/2019,MTR1845,Suspended,T033,Pedro Sousa
CN1846,C530,Kevin Gaspar,"Rua de Abreu, 47, 7243-586 Tavira",Single-phase,9/21/2019,MTR1846,Active,T089,Luna Abreu
CN1847,C480,Beatriz Marques,"Alameda das Oliveiras, S/N, 9572-404 Oliveira do Bairro",Three-phase,6/2/2023,MTR1847,Suspended,T105,David Neto
CN1848,C190,Lourenço Castro,"Travessa de Maia, S/N, 8911-343 Torres Novas",Single-phase,1/24/2019,MTR1848,Suspended,T081,Kevin Silva
CN1849,C163,Letícia Vaz,"Alameda Álvaro Melo, 3, 5028-303 Estremoz",Three-phase,9/16/2024,MTR1849,Suspended,T043,Alexandre Vicente
CN1850,C194,Francisca Gaspar,"Rua de Gomes, S/N, 2814-478 Serpa",Three-phase,10/21/2023,MTR1850,Suspended,T072,Igor Miranda
CN1851,C109,Vera Assunção,"Praça Pereira, 86, 8089-747 Vila Real",Single-phase,5/28/2025,MTR1851,Suspended,T053,Camila Tavares
CN1852,C302,Eduarda-Pilar Carneiro,"Largo Manuel Pinto de Azevedo Júnior, 82, 2800-161 Horta",Single-phase,8/14/2020,MTR1852,Disconnected,T087,Erica Rocha
CN1853,C044,Vera Leal,"Av Filipe Machado, 1, 5972-242 Valongo",Single-phase,7/3/2025,MTR1853,Suspended,T084,David Alves
CN1854,C050,Erica Macedo,"Avenida de Moreira, 9, 0762-381 Ponta Delgada",Three-phase,5/11/2020,MTR1854,Disconnected,T042,Daniel Machado-Coelho
CN1855,C220,Ariana Batista,"Alameda de Silva, 75, 4068-735 Mangualde",Single-phase,4/9/2023,MTR1855,Suspended,T114,Martim Macedo
