service_order_id,connection_id,client_id,client_name,technician_id,technician_name,service_type,start_date,end_date,notes
SO0216,CN1185,C282,Santiago Fonseca,T041,Afonso Machado,Installation,2025-08-21,2025-08-24,Main switch installed
SO0217,CN1624,C361,Vicente Assunção,T070,Camila Pereira,Repair,2025-02-07,2025-05-13,Transformer fault detected
SO0218,CN1940,C075,Ismael Gomes,T020,Denis Pires,Maintenance,2025-05-17,2025-09-23,Meter firmware updated
SO0219,CN2195,C319,Fábio Azevedo,T062,Simão Faria,Installation,2025-03-04,2025-07-30,Main switch installed
SO0220,CN1949,C005,Marta Carvalho,T067,Henrique Guerreiro,Repair,2025-02-26,2025-09-16,Transformer fault detected
SO0221,CN1830,C066,Emma do Esteves,T002,Manuel Lima,Repair,2025-09-29,2025-10-22,Short-circuit repair performed
SO0222,CN1950,C179,Rafaela-Carolina Carneiro,T017,Noa Mendes,Installation,2025-10-11,2025-10-18,Installation completed successfully
SO0223,CN1788,C140,Bruna Castro-Rodrigues,T057,Larissa Machado,Inspection,2025-05-18,2025-10-23,Underground cable inspection completed
SO0224,CN1066,C430,Vicente Barbosa,T094,Gustavo Vieira-Domingues,Inspection,2025-01-13,2025-04-30,Continuity test completed
SO0225,CN1552,C270,Afonso do Domingues,T087,Erica Rocha,Maintenance,2025-10-16,2025-10-23,System-wide review performed
SO0226,CN2178,C240,Tiago Miranda,T023,Marcos Neto,Repair,2025-07-09,2025-10-12,Transformer fault detected
SO0227,CN1165,C212,Enzo Neto,T103,Filipa-Jéssica Pinheiro,Maintenance,2025-03-27,2025-07-14,Routine maintenance performed
SO0228,CN1112,C194,Francisca Gaspar,T098,Alexandre de Gomes,Maintenance,2025-05-19,2025-09-22,Meter firmware updated
SO0229,CN1745,C348,Madalena Matias,T058,Henrique Santos-Amorim,Installation,2025-03-05,2025-03-06,Installation completed successfully
SO0230,CN1784,C576,Francisco Mendes,T048,Bianca-Leonor Barros,Inspection,2025-10-22,2025-10-26,Continuity test completed
SO0231,CN1083,C125,Carlos Castro,T059,Daniel Carvalho,Inspection,2024-11-29,2025-05-15,Amperage test performed successfully
SO0232,CN1358,C570,Dinis da Gaspar,T032,Pedro Amorim,Maintenance,2025-07-31,2025-08-04,Meter firmware updated
SO0233,CN1137,C319,Fábio Azevedo,T091,Sara Domingues,Maintenance,2025-01-08,2025-05-26,Meter firmware updated
SO0234,CN1419,C389,Benjamim Reis,T071,Lourenço Nogueira,Repair,2025-03-11,2025-05-26,Short-circuit repair performed
SO0235,CN1488,C031,Amélia Reis-Araújo,T092,Sara-Jéssica Domingues,Maintenance,2025-04-17,2025-06-18,Maintenance visit completed
SO0236,CN1979,C215,Benedita Henriques,T099,Valentim Miranda,Maintenance,2024-12-23,2025-07-04,Meter firmware updated
SO0237,CN1429,C452,Wilson Cruz,T041,Afonso Machado,Repair,2025-05-26,2025-08-24,Short-circuit repair performed
SO0238,CN1722,C098,Sérgio Almeida,T113,Marcos Gaspar,Inspection,2025-01-16,2025-06-23,Underground cable inspection completed
SO0239,CN1866,C309,Lisandro Moreira,T031,Luca Matos,Inspection,2025-09-15,2025-10-18,Inspection revealed faulty wiring
SO0240,CN1129,C525,Adriana Morais,T018,Henrique Azevedo,Inspection,2025-06-08,2025-10-23,Amperage test performed successfully
SO0241,CN1926,C227,Martim Pinho-Lourenço,T020,Denis Pires,Disconnection,2025-09-09,2025-10-11,Disconnection requested by client
SO0242,CN1962,C426,Mélanie Borges,T030,Marta-Emma Torres,Maintenance,2025-03-29,2025-07-18,Meter firmware updated
SO0243,CN2091,C155,Ivo Soares,T066,Joel do Pinho,Inspection,2025-10-10,2025-10-25,Continuity test completed
SO0244,CN1753,C142,António Santos,T013,Jéssica-Letícia Assunção,Installation,2025-10-20,2025-10-24,"Partial installation completed, pending approval"
SO0245,CN1937,C140,Bruna Castro-Rodrigues,T024,Marco Araújo,Installation,2025-06-19,2025-06-22,Installation completed successfully
SO0246,CN1800,C209,Bruno do Almeida,T034,Fabiana Tavares,Repair,2024-11-28,2025-03-31,Short-circuit repair performed
SO0247,CN1157,C339,Patrícia Melo,T044,Alexandre de Batista,Installation,2025-08-11,2025-09-23,"Partial installation completed, pending approval"
SO0248,CN1565,C404,Bruno Nogueira,T100,Bernardo Figueiredo,Installation,2025-06-01,2025-06-14,"Partial installation completed, pending approval"
SO0249,CN2016,C441,Mauro Pinheiro,T094,Gustavo Vieira-Domingues,Repair,2025-03-10,2025-04-26,Intermittent fault fixed
SO0250,CN2066,C563,Rafael Vaz,T002,Manuel Lima,Installation,2024-11-11,2025-04-02,Temporary connection installed for testing
SO0251,CN1853,C044,Vera Leal,T084,David Alves,Maintenance,2024-11-13,2025-06-14,Preventive visit performed
SO0252,CN1970,C147,Laura Paiva-Lopes,T071,Lourenço Nogueira,Inspection,2025-01-04,2025-07-24,Continuity test completed
SO0253,CN1909,C507,Joana Soares,T100,Bernardo Figueiredo,Installation,2025-01-21,2025-03-22,Temporary connection installed for testing
SO0254,CN1387,C240,Tiago Miranda,T106,Filipe Costa,Installation,2025-05-23,2025-06-30,Installation completed successfully
SO0255,CN1475,C255,Joel Soares,T067,Henrique Guerreiro,Maintenance,2025-05-29,2025-06-26,Meter firmware updated
SO0256,CN1687,C186,Violeta-Helena Rocha,T029,Ema Vaz,Disconnection,2024-10-27,2025-06-28,Equipment powered down for maintenance
SO0257,CN1668,C063,Joel Jesus,T033,Pedro Sousa,Disconnection,2025-01-21,2025-06-26,Temporary connection removed
SO0258,CN1937,C140,Bruna Castro-Rodrigues,T024,Marco Araújo,Inspection,2025-04-08,2025-05-12,Underground cable inspection completed
SO0259,CN1270,C452,Wilson Cruz,T040,Soraia Matos,Inspection,2025-06-23,2025-10-21,Electrical safety check completed
SO0260,CN1532,C419,Eduardo Machado,T020,Denis Pires,Repair,2025-05-19,2025-08-26,Damaged cables replaced
SO0261,CN1761,C380,Tatiana do Cunha,T103,Filipa-Jéssica Pinheiro,Inspection,2025-05-07,2025-06-25,Inspection report delivered to client
SO0262,CN1096,C593,Salomé Baptista,T021,Ana Guerreiro,Repair,2025-10-04,2025-10-16,Short-circuit repair performed
SO0263,CN1582,C065,Matilde Valente,T064,Júlia Vaz,Disconnection,2025-07-28,2025-09-03,Disconnection request fulfilled
SO0264,CN1329,C158,Helena Leite-Morais,T066,Joel do Pinho,Maintenance,2025-04-10,2025-06-30,Routine maintenance performed
SO0265,CN1373,C479,Juliana Miranda,T068,Denis Borges,Repair,2025-07-26,2025-08-20,Transformer fault detected
SO0266,CN1314,C478,André Simões-Fonseca,T082,Joaquim Guerreiro,Repair,2025-08-30,2025-09-06,Intermittent fault fixed
SO0267,CN1239,C164,Xavier Rocha,T029,Ema Vaz,Installation,2024-10-29,2025-01-21,Temporary connection installed for testing
SO0268,CN2176,C279,Soraia do Mendes,T116,Lúcia do Pinto,Repair,2025-05-02,2025-05-18,Damaged cables replaced
SO0269,CN1533,C462,Renato Borges,T081,Kevin Silva,Inspection,2025-02-11,2025-08-22,Electrical safety check completed
SO0270,CN1420,C575,Guilherme Alves,T067,Henrique Guerreiro,Maintenance,2025-03-23,2025-05-25,Meter firmware updated
SO0271,CN1071,C438,Isabela Fernandes,T108,Frederico Amaral,Inspection,2025-02-05,2025-08-16,Amperage test performed successfully
SO0272,CN1302,C374,Iara Vieira,T076,Lorena Andrade-Nascimento,Inspection,2025-03-26,2025-05-24,Continuity test completed
SO0273,CN2105,C363,Gustavo da Macedo,T019,Marcos Gaspar,Repair,2024-11-06,2025-04-19,Circuit breaker fault corrected
SO0274,CN1617,C332,Beatriz Gomes,T075,Luciana Sá,Installation,2025-05-18,2025-09-19,Installation completed successfully
SO0275,CN1828,C309,Lisandro Moreira,T088,Daniela Esteves,Disconnection,2025-08-02,2025-10-07,Disconnection request fulfilled
SO0276,CN1938,C495,Joel Campos,T060,Carlos Soares,Inspection,2025-06-02,2025-08-05,Electrical safety check completed
SO0277,CN1008,C589,Bruna Macedo,T105,David Neto,Maintenance,2025-01-22,2025-07-06,System-wide review performed
SO0278,CN1678,C553,Luciana Nogueira,T106,Filipe Costa,Inspection,2025-06-21,2025-08-26,Continuity test completed
SO0279,CN1593,C505,Filipe de Miranda,T048,Bianca-Leonor Barros,Maintenance,2025-07-03,2025-09-05,Meter firmware updated
SO0280,CN1301,C592,Teresa Abreu-Magalhães,T039,Júlia Assunção,Maintenance,2025-04-06,2025-09-28,Meter firmware updated
SO0281,CN1905,C052,Ana Rocha,T044,Alexandre de Batista,Inspection,2025-02-03,2025-07-04,Main panel cleaned and inspected
SO0282,CN1230,C569,Melissa-Nicole Cunha,T001,Letícia Machado,Disconnection,2025-02-17,2025-06-30,Disconnection requested by client
SO0283,CN1285,C235,William Anjos,T110,Gaspar Anjos,Maintenance,2025-06-26,2025-08-02,Maintenance visit completed
SO0284,CN1630,C002,Sandro Fonseca,T101,Andreia Cruz,Installation,2025-10-08,2025-10-15,Main switch installed
SO0285,CN1451,C434,Benjamim Maia,T098,Alexandre de Gomes,Disconnection,2025-06-06,2025-10-25,Equipment powered down for maintenance
SO0286,CN1189,C138,Beatriz Gonçalves-Cruz,T063,Martim Jesus-Mendes,Inspection,2025-05-22,2025-09-10,Inspection revealed faulty wiring
SO0287,CN1399,C589,Bruna Macedo,T044,Alexandre de Batista,Maintenance,2025-01-26,2025-09-05,System-wide review performed
SO0288,CN1454,C112,Daniela Loureiro,T109,Joel Antunes,Inspection,2025-02-24,2025-06-11,Electrical safety check completed
SO0289,CN1046,C074,Sofia Campos,T069,Eva Fonseca,Installation,2025-02-17,2025-03-25,Equipment setup completed
SO0290,CN1912,C430,Vicente Barbosa,T099,Valentim Miranda,Installation,2025-06-08,2025-06-09,Equipment setup completed
SO0291,CN1807,C236,Daniela Machado,T034,Fabiana Tavares,Repair,2024-12-21,2025-04-17,Damaged cables replaced
SO0292,CN1650,C489,João Freitas-Miranda,T097,Marco Andrade,Maintenance,2025-08-12,2025-10-09,System-wide review performed
SO0293,CN2047,C339,Patrícia Melo,T117,Ricardo Tavares-Coelho,Installation,2025-09-01,2025-10-24,Temporary connection installed for testing
SO0294,CN1814,C467,Núria Gonçalves,T046,Juliana Lima,Repair,2025-08-16,2025-09-04,Transformer fault detected
SO0295,CN1875,C305,Bruna Borges,T017,Noa Mendes,Inspection,2025-10-10,2025-10-16,Continuity test completed
SO0296,CN1763,C392,Jorge Loureiro,T011,Guilherme Antunes,Installation,2025-03-28,2025-10-27,Temporary connection installed for testing
SO0297,CN1706,C399,Kelly Carvalho,T010,Bárbara Andrade,Inspection,2025-05-04,2025-10-20,Amperage test performed successfully
SO0298,CN1912,C430,Vicente Barbosa,T099,Valentim Miranda,Maintenance,2024-12-10,2025-10-23,Maintenance visit completed
SO0299,CN1441,C019,Álvaro Reis,T088,Daniela Esteves,Disconnection,2025-01-01,2025-02-11,Temporary connection removed
SO0300,CN1906,C052,Ana Rocha,T103,Filipa-Jéssica Pinheiro,Inspection,2025-08-08,2025-08-19,Electrical safety check completed
SO0301,CN1868,C379,Catarina Moura,T051,David do Cardoso,Disconnection,2025-06-26,2025-09-14,Disconnection request fulfilled
SO0302,CN1176,C302,Eduarda-Pilar Carneiro,T109,Joel Antunes,Repair,2025-10-17,2025-10-24,Intermittent fault fixed
SO0303,CN1621,C285,Patrícia do Esteves,T026,Marco Ferreira,Disconnection,2025-02-01,2025-07-01,Equipment powered down for maintenance
SO0304,CN1135,C240,Tiago Miranda,T120,Raquel Coelho,Maintenance,2024-12-16,2025-09-27,Protection equipment updated
SO0305,CN1181,C309,Lisandro Moreira,T054,Soraia Pinto,Installation,2025-01-17,2025-03-17,Main switch installed
SO0306,CN1559,C001,Bruna Baptista,T107,Victória Guerreiro,Disconnection,2025-04-22,2025-08-05,Disconnection request fulfilled
SO0307,CN2138,C048,Vitória do Vicente,T018,Henrique Azevedo,Disconnection,2025-02-02,2025-10-22,Disconnection request fulfilled
SO0308,CN1408,C109,Vera Assunção,T004,Mafalda Araújo,Repair,2025-06-30,2025-07-07,Damaged cables replaced
SO0309,CN1592,C009,Mara-Iara Figueiredo,T046,Juliana Lima,Maintenance,2025-05-02,2025-07-29,Protection equipment updated
SO0310,CN1086,C125,Carlos Castro,T049,Ana do Anjos,Inspection,2025-02-13,2025-09-27,Inspection report delivered to client
SO0311,CN2198,C205,Micael Barbosa,T031,Luca Matos,Inspection,2025-05-05,2025-07-01,Continuity test completed
SO0312,CN2145,C253,Ângelo Nogueira,T036,Daniel Miranda,Disconnection,2025-04-28,2025-05-07,Disconnection request fulfilled
SO0313,CN1054,C549,Jorge Neves,T060,Carlos Soares,Installation,2025-01-31,2025-04-30,"Partial installation completed, pending approval"
SO0314,CN1537,C594,Iara Fernandes,T080,Gil Machado,Inspection,2025-05-28,2025-09-10,Main panel cleaned and inspected
SO0315,CN1967,C379,Catarina Moura,T102,Salvador Barros,Installation,2025-09-25,2025-10-05,Temporary connection installed for testing
SO0316,CN1854,C050,Erica Macedo,T042,Daniel Machado-Coelho,Repair,2025-08-06,2025-09-29,Damaged cables replaced
SO0317,CN1501,C377,Andreia Paiva,T068,Denis Borges,Installation,2025-06-21,2025-09-14,Installation completed successfully
SO0318,CN1567,C116,Sofia Moura,T015,Nicole de Loureiro,Disconnection,2025-08-11,2025-09-09,Disconnection requested by client
SO0319,CN1740,C016,Laura do Melo,T066,Joel do Pinho,Maintenance,2025-08-15,2025-09-21,Protection equipment updated
SO0320,CN2158,C321,Naiara Coelho,T017,Noa Mendes,Disconnection,2025-05-19,2025-05-19,Equipment powered down for maintenance
SO0321,CN1974,C163,Letícia Vaz,T033,Pedro Sousa,Installation,2025-09-15,2025-09-29,Temporary connection installed for testing
SO0322,CN2049,C472,Kyara Nunes,T075,Luciana Sá,Maintenance,2025-09-02,2025-09-09,Maintenance visit completed
SO0323,CN1531,C549,Jorge Neves,T016,Micael Esteves,Repair,2025-03-20,2025-09-02,Circuit breaker fault corrected
SO0324,CN1119,C077,Petra Antunes-Neves,T022,Tiago da Maia,Repair,2025-06-21,2025-07-24,Short-circuit repair performed
SO0325,CN1944,C488,Ângela Matias,T047,Adriana Coelho-Correia,Repair,2025-01-28,2025-07-11,Short-circuit repair performed
SO0326,CN1334,C357,Marcos Reis,T008,Mauro Faria,Installation,2025-01-13,2025-05-12,Temporary connection installed for testing
SO0327,CN1739,C242,Ângela Vieira,T017,Noa Mendes,Disconnection,2025-01-16,2025-05-29,Equipment powered down for maintenance
SO0328,CN1099,C216,Helena Melo,T102,Salvador Barros,Inspection,2025-03-10,2025-04-03,Amperage test performed successfully
SO0329,CN2084,C221,Cláudio Amorim,T042,Daniel Machado-Coelho,Installation,2025-10-13,2025-10-18,Equipment setup completed
SO0330,CN1396,C109,Vera Assunção,T041,Afonso Machado,Repair,2025-09-14,2025-10-19,Repair of connection after outage
SO0331,CN1342,C268,Irina do Correia,T049,Ana do Anjos,Maintenance,2024-12-30,2025-01-17,Routine maintenance performed
SO0332,CN1647,C384,Camila Vicente,T054,Soraia Pinto,Inspection,2024-12-21,2025-10-21,Amperage test performed successfully
SO0333,CN1742,C461,Mário Correia-Moreira,T067,Henrique Guerreiro,Installation,2025-05-01,2025-07-19,Equipment setup completed
SO0334,CN2187,C087,Ismael Pacheco,T063,Martim Jesus-Mendes,Inspection,2025-04-11,2025-04-30,Inspection report delivered to client
SO0335,CN1294,C546,Carolina Machado,T035,Bruno Guerreiro,Installation,2025-03-10,2025-03-21,"Partial installation completed, pending approval"
SO0336,CN2061,C000,André Vicente,T089,Luna Abreu,Inspection,2025-02-22,2025-07-28,Amperage test performed successfully
SO0337,CN1993,C531,Maria de Figueiredo,T109,Joel Antunes,Disconnection,2024-11-29,2025-10-18,Equipment powered down for maintenance
SO0338,CN1333,C591,Yara Tavares,T014,Tiago Baptista,Installation,2025-03-02,2025-10-14,"Partial installation completed, pending approval"
SO0339,CN1316,C361,Vicente Assunção,T017,Noa Mendes,Maintenance,2024-11-03,2025-03-05,Preventive visit performed
SO0340,CN1385,C383,Joaquim Nogueira,T096,Larissa de Pires,Maintenance,2025-03-12,2025-04-04,System-wide review performed
SO0341,CN2076,C121,Enzo Carvalho-Pereira,T081,Kevin Silva,Maintenance,2025-01-16,2025-09-23,Meter firmware updated
SO0342,CN2128,C469,Rui de Henriques,T027,Mia Cunha-Maia,Installation,2025-05-14,2025-05-22,Main switch installed
SO0343,CN1943,C363,Gustavo da Macedo,T114,Martim Macedo,Installation,2024-11-27,2025-02-23,Installation completed successfully
SO0344,CN1268,C419,Eduardo Machado,T052,Nair-Sofia Costa,Installation,2025-01-03,2025-02-27,Main switch installed
SO0345,CN1713,C373,Soraia do Nascimento,T065,Mafalda Baptista,Inspection,2025-01-02,2025-06-19,Main panel cleaned and inspected
SO0346,CN1742,C461,Mário Correia-Moreira,T067,Henrique Guerreiro,Repair,2025-09-08,2025-10-01,Damaged cables replaced
SO0347,CN2071,C005,Marta Carvalho,T095,Nuno Melo-Garcia,Inspection,2025-03-30,2025-08-27,Electrical safety check completed
SO0348,CN1623,C190,Lourenço Castro,T008,Mauro Faria,Installation,2025-01-09,2025-09-15,Installation completed successfully
SO0349,CN1455,C017,Larissa Antunes,T113,Marcos Gaspar,Repair,2025-06-29,2025-09-20,Transformer fault detected
SO0350,CN1291,C020,Noa Andrade,T023,Marcos Neto,Repair,2024-11-13,2025-02-18,Short-circuit repair performed
SO0351,CN1256,C433,Mariana Esteves,T109,Joel Antunes,Repair,2025-01-10,2025-06-18,Intermittent fault fixed
SO0352,CN1160,C001,Bruna Baptista,T039,Júlia Assunção,Disconnection,2024-10-27,2024-11-10,Disconnection requested by client
SO0353,CN1159,C109,Vera Assunção,T057,Larissa Machado,Installation,2025-10-20,2025-10-26,Main switch installed
SO0354,CN1883,C543,Ivan Lima-Anjos,T040,Soraia Matos,Installation,2025-06-08,2025-06-18,"Partial installation completed, pending approval"
SO0355,CN1220,C589,Bruna Macedo,T094,Gustavo Vieira-Domingues,Installation,2025-08-23,2025-08-25,Equipment setup completed
SO0356,CN1121,C056,Renato Garcia,T019,Marcos Gaspar,Disconnection,2025-03-08,2025-04-06,Disconnection requested by client
SO0357,CN1518,C053,Igor Gonçalves,T040,Soraia Matos,Installation,2024-11-25,2025-02-23,Installation completed successfully
SO0358,CN1617,C332,Beatriz Gomes,T075,Luciana Sá,Installation,2025-04-12,2025-09-25,Installation completed successfully
SO0359,CN1253,C147,Laura Paiva-Lopes,T102,Salvador Barros,Maintenance,2025-08-07,2025-10-21,Preventive visit performed
SO0360,CN1409,C468,Isaac Ribeiro,T038,Gabriela Ribeiro-Ramos,Repair,2025-05-26,2025-09-21,Transformer fault detected
SO0361,CN1719,C321,Naiara Coelho,T034,Fabiana Tavares,Installation,2025-03-08,2025-07-26,Installation completed successfully
SO0362,CN1298,C527,Ivan Faria,T109,Joel Antunes,Inspection,2025-02-25,2025-03-29,Underground cable inspection completed
SO0363,CN1712,C229,Martim Rocha,T065,Mafalda Baptista,Inspection,2024-11-02,2025-01-05,Electrical safety check completed
SO0364,CN2025,C584,Mia Fonseca,T116,Lúcia do Pinto,Maintenance,2025-06-08,2025-08-07,Preventive visit performed
SO0365,CN2034,C563,Rafael Vaz,T065,Mafalda Baptista,Maintenance,2025-10-11,2025-10-24,Maintenance visit completed
SO0366,CN1202,C415,Melissa Rocha,T016,Micael Esteves,Maintenance,2025-01-13,2025-09-30,Maintenance visit completed
SO0367,CN2083,C576,Francisco Mendes,T075,Luciana Sá,Repair,2025-04-28,2025-06-02,Transformer fault detected
SO0368,CN1392,C221,Cláudio Amorim,T064,Júlia Vaz,Inspection,2025-02-17,2025-09-24,Electrical safety check completed
SO0369,CN2100,C500,Jéssica Gomes,T001,Letícia Machado,Installation,2025-06-13,2025-08-17,Installation completed successfully
SO0370,CN1438,C107,Amélia Baptista,T050,Samuel Barbosa,Maintenance,2025-09-19,2025-10-17,Meter firmware updated
SO0371,CN1972,C240,Tiago Miranda,T078,Daniel Campos-Cruz,Inspection,2024-12-11,2024-12-23,Main panel cleaned and inspected
SO0372,CN1379,C415,Melissa Rocha,T076,Lorena Andrade-Nascimento,Disconnection,2024-11-24,2025-06-13,Disconnection requested by client
